BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-05-06
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201104
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
Vorige jaar,567869,57,383123,12,44918,84,110064,103,10662,41,19102,46,95692,55122,35652
Afwyking,246229,28,203726,-3,-5209,28,16837,13,-1133,7,32008,-3,-16680,18455,-14996
Afwyking %,43,49,53,-25,-12,33,15,13,-11,17,168,-7,-17,33,-42
Doelwit,608428,77,402279,20,50307,96,123269,158,11943,59,20630,0,0,0,0
Afwyking,205670,8,184570,-11,-10598,16,3632,-42,-2414,-11,30480,43,79012,0,0
Afwyking %,34,10,46,-55,-21,17,3,-27,-20,-19,148,0,0,0,0
9,MEYERTON - 523
Huidige jaar,667066,67,462679,8,20910,80,130439,82,7390,33,45650,59,103700,57343,38488
Vorige jaar,323990,36,217563,2,5918,46,83180,54,5178,12,12150,0,0,17392,-3013
Afwyking,343077,31,245115,6,14992,34,47258,28,2212,21,33500,59,103700,39951,41500
Afwyking %,106,86,113,300,253,74,57,52,43,175,276,0,0,230,-1378
Doelwit,347154,53,228441,8,6628,64,93162,140,5800,14,13122,0,0,0,0
Afwyking,319912,14,234238,0,14281,16,37277,-58,1589,19,32528,59,103700,0,0
Afwyking %,92,26,103,0,215,25,40,-41,27,136,248,0,0,0,0
10,BETHAL - 13
Huidige jaar,91712,12,65976,0,0,13,21855,10,1681,4,2200,0,0,3125,0
Vorige jaar,283432,36,219296,1,4009,38,49803,13,981,23,9344,0,0,34735,9801
Afwyking,-191720,-24,-153320,-1,-4009,-25,-27947,-3,700,-19,-7144,0,0,-31610,-9801
Afwyking %,-68,-67,-70,-100,-100,-66,-56,-23,71,-83,-76,0,0,-91,-100
Doelwit,301720,23,230260,2,4490,23,55779,24,1099,13,10092,0,0,0,0
Afwyking,-210008,-11,-164284,-2,-4490,-10,-33924,-14,582,-9,-7892,0,0,0,0
Afwyking %,-70,-48,-71,-100,-100,-43,-61,-58,53,-69,-78,0,0,0,0
Afwyking %,-70,-48,-71,-100,-100,-43,-61,-58,53,-69,-78,0,0,0,0
Huidige jaar,15600275,1690,11235533,156,594974,2041,2899328,1673,208576,925,661864,840,1524254,2024388,678951
Vorige jaar,14798734,1638,10469227,199,791546,1951,2707287,1866,177409,975,653266,950,1712370,1958459,589924
Afwyking,801540,52,766307,-43,-196572,90,192041,-193,31166,-50,8598,-110,-188117,65930,89027
Afwyking %,5,3,7,-22,-25,5,7,-10,18,-5,1,-12,-11,3,15
Doelwit,15815615,2000,10992692,244,886531,2410,3032161,2264,198705,1241,705526,0,0,0,0
Afwyking,-215340,-310,242842,-88,-291557,-369,-132834,-591,9871,-316,-43662,840,1524254,0,0
Afwyking %,-1,-16,2,-36,-33,-15,-4,-26,5,-25,-6,0,0,0,0
1,SOWETO - 216
Huidige jaar,2392294,210,1746081,22,104873,197,471144,160,33158,141,37038,110,178907,345260,116032
Vorige jaar,1934358,188,1390106,17,100309,166,388749,159,24013,128,31180,18,31625,256735,13727
Afwyking,457936,22,355974,5,4563,31,82395,1,9145,13,5858,92,147282,88525,102305
Afwyking %,24,12,26,29,5,19,21,1,38,10,19,511,466,34,745
Doelwit,2067924,156,1459611,8,112346,133,435398,51,26892,113,33677,0,0,0,0
Afwyking,324370,54,286469,14,-7473,64,35746,109,6266,28,3362,110,178907,0,0
Afwyking %,16,35,20,175,-7,48,8,214,23,25,10,0,0,0,0
2,KRUGERSDORP - 194
Huidige jaar,2006450,230,1343468,33,142974,287,433989,346,40749,138,45269,0,0,275790,108646
Vorige jaar,3015131,325,2114297,45,224696,431,569701,349,39932,212,66503,0,0,426277,152119
Afwyking,-1008681,-95,-770829,-12,-81723,-144,-135712,-3,817,-74,-21234,0,0,-150487,-43474
Afwyking %,-33,-29,-36,-27,-36,-33,-24,-1,2,-35,-32,0,0,-35,-29
Doelwit,3227183,290,2220013,39,251660,376,638065,432,44723,187,72723,0,0,0,0
Afwyking,-1220733,-60,-876545,-6,-108686,-89,-204076,-86,-3973,-49,-27454,0,0,0,0
Afwyking %,-38,-21,-39,-15,-43,-24,-32,-20,-9,-26,-38,0,0,0,0
3,IKWEZI (SOWETO 2) - 214
Huidige jaar,1324466,154,994098,13,59792,114,231114,126,20045,87,19417,117,152243,181808,0
Vorige jaar,945728,87,719499,11,45656,76,150815,104,16174,68,13584,0,0,133937,0
Afwyking,378737,67,274599,2,14135,38,80299,22,3872,19,5833,117,152243,47871,0
Afwyking %,40,77,38,18,31,50,53,21,24,28,43,0,0,36,0
Doelwit,1008592,90,755474,3,51135,78,168913,57,18115,60,14956,0,0,0,0
Afwyking,315874,64,238624,10,8657,36,62201,69,1930,27,4461,117,152243,0,0
Afwyking %,31,71,32,333,17,46,37,121,11,45,30,0,0,0,0
4,ROODEPOORT - 193,Opgegradeer 19971998
Huidige jaar,1090278,108,743576,13,53153,141,221484,64,12664,55,59400,115,207644,172289,91589
Vorige jaar,665774,77,425350,16,52387,77,144984,91,14451,35,28603,39,76687,109600,51636
Afwyking,424503,31,318227,-3,767,64,76500,-27,-1787,20,30797,76,130957,62688,39952
Afwyking %,64,40,75,-19,1,83,53,-30,-12,57,108,195,171,57,77
Doelwit,714748,102,446618,18,58673,121,162381,129,16184,52,30892,0,0,0,0
Afwyking,375530,6,296959,-5,-5520,20,59103,-65,-3520,3,28508,115,207644,0,0
Afwyking %,53,6,66,-28,-9,17,36,-50,-22,6,92,0,0,0,0
5,RANDFONTEIN - 521
Huidige jaar,778352,88,553440,6,28359,109,146592,69,8526,45,41435,26,52107,35596,5446
Vorige jaar,262380,29,184191,3,10885,31,48908,82,5491,20,12905,14,34703,29351,-21697
Afwyking,515972,59,369249,3,17474,78,97684,-13,3035,25,28530,12,17405,6245,27143
Afwyking %,197,203,200,100,161,252,200,-16,55,125,221,86,50,21,-125
Doelwit,280457,122,193401,17,12191,143,54778,234,6150,74,13937,0,0,0,0
Afwyking,497895,-34,360039,-11,16168,-34,91814,-165,2376,-29,27498,26,52107,0,0
Afwyking %,178,-28,186,-65,133,-24,168,-71,39,-39,197,0,0,0,0
6,ROODEPOORT HORIZON - 195
Huidige jaar,561401,65,411418,4,32007,106,80662,33,6348,26,30965,5,13340,41900,0
Vorige jaar,782064,96,590092,8,16706,152,124304,47,7762,37,43200,12,25044,95035,0
Afwyking,-220663,-31,-178674,-4,15301,-46,-43642,-14,-1414,-11,-12235,-7,-11704,-53135,0
Afwyking %,-28,-32,-30,-50,92,-30,-35,-30,-18,-30,-28,-58,-47,-56,0
Doelwit,832877,78,619596,11,18710,135,139222,34,8695,39,46656,0,0,0,0
Afwyking,-271476,-13,-208177,-7,13298,-29,-58559,-1,-2346,-13,-15691,5,13340,0,0
Afwyking %,-33,-17,-34,-64,71,-21,-42,-3,-27,-33,-34,0,0,0,0
Afwyking %,-33,-17,-34,-64,71,-21,-42,-3,-27,-33,-34,0,0,0,0
Huidige jaar,8153239,855,5792081,91,421157,954,1584986,798,121491,492,233524,373,604241,1052644,321712
Vorige jaar,7605435,802,5423536,100,450640,933,1427460,832,107823,500,195976,83,168059,1050935,195785
Afwyking,547804,53,368545,-9,-29483,21,157525,-34,13668,-8,37548,290,436182,1709,125927
Afwyking %,7,7,7,-9,-7,2,11,-4,13,-2,19,349,260,0,64
Doelwit,8131782,838,5694712,96,504715,986,1598756,937,120758,525,212841,0,0,0,0
Afwyking,21457,17,97369,-5,-83557,-32,-13771,-139,732,-33,20683,373,604241,0,0
Afwyking %,0,2,2,-5,-17,-3,-1,-15,1,-6,10,0,0,0,0
1,BELLVILLE - 630,Opgegradeer 19992000
Huidige jaar,4003648,434,3033035,28,112620,554,706520,213,37362,133,114110,444,777853,688260,393059
Vorige jaar,4323177,523,3366652,30,129180,656,653422,140,21459,227,152464,523,849254,575414,460315
Afwyking,-319529,-89,-333617,-2,-16559,-102,53098,73,15904,-94,-38354,-79,-71401,112846,-67256
Afwyking %,-7,-17,-10,-7,-13,-16,8,52,74,-41,-25,-15,-8,20,-15
Doelwit,4600191,531,3534985,48,144679,661,731833,199,24033,266,164661,0,0,0,0
Afwyking,-596543,-97,-501950,-20,-32059,-107,-25312,14,13329,-133,-50551,444,777853,0,0
Afwyking %,-13,-18,-14,-42,-22,-16,-3,7,55,-50,-31,0,0,0,0
2,MAITLAND - 427,Opgegradeer 19971998
Huidige jaar,3305687,681,2556463,39,192022,795,462431,97,18985,112,75785,162,253053,488519,78233
Vorige jaar,3333654,1005,2546004,39,158731,913,498641,107,18363,139,111915,90,187863,451427,59564
Afwyking,-27968,-324,10459,0,33292,-118,-36210,-10,622,-27,-36130,72,65191,37092,18669
Afwyking %,-1,-32,0,0,21,-13,-7,-9,3,-19,-32,80,35,8,31
Doelwit,3550997,1265,2673305,48,177779,965,558479,80,20565,119,120868,0,0,0,0
Afwyking,-245310,-584,-116842,-9,14244,-170,-96048,17,-1580,-7,-45083,162,253053,0,0
Afwyking %,-7,-46,-4,-19,8,-18,-17,21,-8,-6,-37,0,0,0,0
3,PAARL - 185,Opgegradeer 19981999
Huidige jaar,1910221,193,1516843,8,23199,278,287254,191,14841,82,68084,105,175788,277131,89643
Vorige jaar,1637685,182,1283695,5,18103,270,243940,237,14261,104,77686,140,214608,206904,73304
Afwyking,272536,11,233148,3,5096,8,43314,-46,581,-22,-9602,-35,-38820,70227,16339
Afwyking %,17,6,18,60,28,3,18,-19,4,-21,-12,-25,-18,34,22
Doelwit,1741241,205,1347880,21,20275,293,273214,274,15971,93,83901,0,0,0,0
Afwyking,168980,-12,168963,-13,2923,-15,14040,-83,-1130,-11,-15817,105,175788,0,0
Afwyking %,10,-6,13,-62,14,-5,5,-30,-7,-12,-19,0,0,0,0
4,PIKETBERG - 622,Opgegradeer 19981999
Huidige jaar,1710413,267,1194069,54,124329,345,318719,264,18666,204,54630,317,307789,270602,83231
Vorige jaar,1694545,246,1124260,75,209239,309,290220,211,13344,220,57482,277,244376,257928,52416
Afwyking,15868,21,69809,-21,-84910,36,28499,53,5322,-16,-2852,40,63413,12675,30814
Afwyking %,1,9,6,-28,-41,12,10,25,40,-7,-5,14,26,5,59
Doelwit,1816894,292,1180474,78,234347,342,325045,236,14946,244,62082,0,0,0,0
Afwyking,-106481,-25,13595,-24,-110018,3,-6326,28,3720,-40,-7451,317,307789,0,0
Afwyking %,-6,-9,1,-31,-47,1,-2,12,25,-16,-12,0,0,0,0
5,STRAND - 212
Huidige jaar,1656277,239,1297117,42,47527,332,260008,115,14185,71,37440,134,202108,299591,90722
Vorige jaar,1618109,267,1235114,8,22330,373,306060,138,14971,74,39634,119,182648,268847,54904
Afwyking,38168,-28,62003,34,25197,-41,-46052,-23,-786,-3,-2194,15,19460,30744,35818
Afwyking %,2,-10,5,425,113,-11,-15,-17,-5,-4,-6,13,11,11,65
Doelwit,1724239,372,1296870,8,25009,515,342788,142,16768,106,42805,0,0,0,0
Afwyking,-67962,-133,247,34,22518,-183,-82780,-27,-2582,-35,-5365,134,202108,0,0
Afwyking %,-4,-36,0,425,90,-36,-24,-19,-15,-33,-13,0,0,0,0
6,VREDENBURG - 621
Huidige jaar,1473183,195,1006296,56,175014,247,224969,103,13290,97,53614,112,183637,222772,70747
Vorige jaar,902177,147,647682,38,70283,198,140085,163,8753,64,35374,83,167620,125058,58644
Afwyking,571006,48,358614,18,104730,49,84884,-60,4537,33,18240,29,16017,97713,12103
Afwyking %,63,33,55,47,149,25,61,-37,52,52,52,35,10,78,21
Doelwit,963686,125,680066,15,78717,186,156895,114,9803,63,38204,0,0,0,0
Afwyking,509497,70,326230,41,96297,61,68074,-11,3486,34,15410,112,183637,0,0
Afwyking %,53,56,48,273,122,33,43,-10,36,54,40,0,0,0,0
7,WYNBERG - 429
Huidige jaar,1256119,138,907022,20,87255,181,230456,69,7639,45,23747,128,188289,215286,29864
Vorige jaar,831285,128,630664,8,22453,157,152082,82,9317,33,16770,193,300381,140014,32157
Afwyking,424833,10,276358,12,64801,24,78375,-13,-1678,12,6977,-65,-112091,75272,-2294
Afwyking %,51,8,44,150,289,15,52,-16,-18,36,42,-34,-37,54,-7
Doelwit,886222,150,662197,14,25147,216,170331,90,10435,65,18112,0,0,0,0
Afwyking,369897,-12,244825,6,62107,-35,60126,-21,-2796,-20,5635,128,188289,0,0
Afwyking %,42,-8,37,43,247,-16,35,-23,-27,-31,31,0,0,0,0
8,KHAYALITSHA - 123
Huidige jaar,1188901,107,586500,46,223884,105,341309,141,25565,38,11642,441,871858,150000,372935
Vorige jaar,600954,68,316068,27,148605,68,121188,128,14952,3,142,340,654624,136687,218943
Afwyking,587946,39,270432,19,75279,37,220122,13,10613,35,11501,101,217234,13314,153992
Afwyking %,98,57,86,70,51,54,182,10,71,1167,8119,30,33,10,70
Doelwit,650938,62,331870,14,166439,62,135729,77,16746,1,153,0,0,0,0
Afwyking,537963,45,254630,32,57445,43,205580,64,8819,37,11489,441,871858,0,0
Afwyking %,83,73,77,229,35,69,151,83,53,0,7489,0,0,0,0
9,TYGER VALLEY - 631
Huidige jaar,874554,91,720428,0,0,151,118360,0,0,68,35766,0,0,143871,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,874554,91,720428,0,0,151,118360,0,0,68,35766,0,0,143871,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,874554,91,720428,0,0,151,118360,0,0,68,35766,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,EERSTERIVIER - 639
Huidige jaar,785590,90,570005,13,44196,88,141105,116,22464,55,7820,227,282604,111364,76344
Vorige jaar,440199,55,302826,10,46593,52,75670,58,8686,14,6425,114,148215,65793,46794
Afwyking,345391,35,267179,3,-2397,36,65436,58,13778,41,1395,113,134389,45571,29550
Afwyking %,78,64,88,30,-5,69,86,100,159,293,22,99,91,69,63
Doelwit,471566,52,317966,8,52183,47,84749,60,9728,44,6939,0,0,0,0
Afwyking,314024,38,252039,5,-7987,41,56356,56,12736,11,881,227,282604,0,0
Afwyking %,67,73,79,63,-15,87,66,93,131,25,13,0,0,0,0
11,STELLENBOSCH - 211
Huidige jaar,652671,94,516271,4,12152,93,97015,99,11697,27,15536,161,223650,88791,40537
Vorige jaar,797605,175,582687,9,24153,196,163221,172,13347,33,14197,352,459280,115467,123725
Afwyking,-144934,-81,-66416,-5,-12001,-103,-66207,-73,-1650,-6,1339,-191,-235629,-26676,-83189
Afwyking %,-18,-46,-11,-56,-50,-53,-41,-42,-12,-18,9,-54,-51,-23,-67
Doelwit,851961,144,611821,20,27050,165,182808,209,14949,53,15333,0,0,0,0
Afwyking,-199290,-50,-95551,-16,-14898,-72,-85793,-110,-3251,-26,203,161,223650,0,0
Afwyking %,-23,-35,-16,-80,-55,-44,-47,-53,-22,-49,1,0,0,0,0
12,VREDENDAL - 612
Huidige jaar,199822,28,131588,10,28112,42,29197,58,2770,14,8155,1,1440,10359,-3079
Vorige jaar,356105,61,263599,7,13226,69,59072,80,3843,27,16365,0,0,38254,6597
Afwyking,-156283,-33,-132011,3,14885,-27,-29875,-22,-1073,-13,-8210,1,1440,-27895,-9675
Afwyking %,-44,-54,-50,43,113,-39,-51,-28,-28,-48,-50,0,0,-73,-147
Doelwit,379729,72,276779,13,14813,93,66160,113,4303,26,17674,0,0,0,0
Afwyking,-179907,-44,-145191,-3,13298,-51,-36962,-55,-1533,-12,-9519,1,1440,0,0
Afwyking %,-47,-61,-52,-23,90,-55,-56,-49,-36,-46,-54,0,0,0,0
13,CERES - 635
Huidige jaar,199321,29,155219,0,0,33,33281,119,6121,7,4700,54,74383,36058,-222
Vorige jaar,299092,51,231653,3,6151,66,48409,127,5554,14,7323,19,30420,47022,-7389
Afwyking,-99771,-22,-76434,-3,-6151,-33,-15129,-8,567,-7,-2623,35,43963,-10964,7168
Afwyking %,-33,-43,-33,-100,-100,-50,-31,-6,10,-50,-36,184,145,-23,-97
Doelwit,318476,0,243236,1,6890,0,54219,93,6220,0,7910,0,0,0,0
Afwyking,-119155,29,-88017,-1,-6890,33,-20938,26,-100,7,-3210,54,74383,0,0
Afwyking %,-37,0,-36,-100,-100,0,-39,28,-2,0,-41,0,0,0,0
14,ATLANTIS - 606
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,19216406,2586,14190855,320,1070309,3244,3250626,1585,193586,953,511030,2286,3542454,3002605,1322015
Vorige jaar,16834588,2908,12530904,259,869047,3327,2752011,1643,146849,952,535778,2250,3439288,2428815,1179975
Afwyking,2381818,-322,1659951,61,201262,-83,498615,-58,46737,1,-24748,36,103166,573790,142039
Afwyking %,14,-11,13,24,23,-2,18,-4,32,0,-5,2,3,24,12
Doelwit,17956139,3270,13157449,288,973329,3545,3082250,1687,164469,1080,578642,0,0,0,0
Afwyking,1260267,-684,1033406,32,96980,-301,168376,-102,29117,-127,-67612,2286,3542454,0,0
Afwyking %,7,-21,8,11,10,-8,5,-6,18,-12,-12,0,0,0,0
1,UMTATA - 233,Opgegradeer 19992000
Huidige jaar,9798255,916,5845711,265,1199107,725,2343256,472,57078,558,353103,110,159238,1594996,73091
Vorige jaar,8913798,922,5220977,189,970611,704,2325238,1003,79698,545,317275,30,66805,1428913,30796
Afwyking,884457,-6,624734,76,228496,21,18018,-531,-22620,13,35828,80,92432,166083,42295
Afwyking %,10,-1,12,40,24,3,1,-53,-28,2,11,267,138,12,137
Doelwit,9605293,922,5482026,214,1087083,646,2604267,527,89261,509,342657,0,0,0,0
Afwyking,192962,-6,363685,51,112024,79,-261011,-55,-32183,49,10446,110,159238,0,0
Afwyking %,2,-1,7,24,10,12,-10,-10,-36,10,3,0,0,0,0
2,OOS LONDEN - 161,Opgegradeer 19971998
Huidige jaar,4661605,501,2960706,98,383282,527,1130054,530,41831,273,145733,241,380779,786068,165083
Vorige jaar,4705839,517,3002854,123,396775,565,1114291,556,32763,307,159156,226,372552,778879,163656
Afwyking,-44234,-16,-42149,-25,-13493,-38,15763,-26,9068,-34,-13423,15,8227,7189,1427
Afwyking %,-1,-3,-1,-20,-3,-7,1,-5,28,-11,-8,7,2,1,1
Doelwit,5053975,546,3152998,125,444387,582,1248007,275,36695,352,171888,0,0,0,0
Afwyking,-392370,-45,-192292,-27,-61105,-55,-117953,255,5137,-79,-26156,241,380779,0,0
Afwyking %,-8,-8,-6,-22,-14,-9,-9,93,14,-22,-15,0,0,0,0
3,KING WILLIAMS TOWN - 121
Huidige jaar,3072894,304,1872049,68,255910,276,826245,179,27685,260,91004,343,436480,552688,134038
Vorige jaar,3009482,280,1707530,68,252156,274,932160,254,26511,251,91125,363,517056,492288,141876
Afwyking,63412,24,164520,0,3754,2,-105915,-75,1174,9,-121,-20,-80576,60401,-7838
Afwyking %,2,9,10,0,1,1,-11,-30,4,4,0,-6,-16,12,-6
Doelwit,3247448,296,1792905,94,282416,286,1044018,152,29693,239,98415,0,0,0,0
Afwyking,-174554,8,79144,-26,-26505,-10,-217773,27,-2008,21,-7411,343,436480,0,0
Afwyking %,-5,3,4,-28,-9,-3,-21,18,-7,9,-8,0,0,0,0
4,PORT ELIZABETH DIENS - 330
Huidige jaar,3040102,352,2088133,69,247020,439,555563,144,28811,209,120575,87,106286,437935,34428
Vorige jaar,2681079,316,1852198,67,227879,393,465283,281,20632,187,115087,196,282938,369905,92827
Afwyking,359023,36,235935,2,19141,46,90280,-137,8179,22,5488,-109,-176652,68030,-58400
Afwyking %,13,11,13,3,8,12,19,-49,40,12,5,-56,-62,18,-63
Doelwit,2868554,359,1944810,75,255223,403,521118,240,23109,210,124294,0,0,0,0
Afwyking,171548,-7,143323,-6,-8204,36,34445,-96,5702,-1,-3719,87,106286,0,0
Afwyking %,6,-2,7,-8,-3,9,7,-40,25,0,-3,0,0,0,0
5,GEO H ROGERS (OOS LONDEN) - 632,Opgegradeer 19992000
Huidige jaar,2367445,247,1484628,81,279932,230,479940,393,37758,195,85188,361,593959,445763,218997
Vorige jaar,1603658,173,973624,42,138373,163,413345,343,31211,131,47105,266,436945,290593,203240
Afwyking,763788,74,511004,39,141558,67,66596,50,6546,64,38083,95,157014,155170,15758
Afwyking %,48,43,52,93,102,41,16,15,21,49,81,36,36,53,8
Doelwit,1726058,222,1022305,53,154978,201,462945,322,34956,144,50873,0,0,0,0
Afwyking,641387,25,462323,28,124954,29,16995,71,2801,51,34315,361,593959,0,0
Afwyking %,37,11,45,53,81,14,4,22,8,35,67,0,0,0,0
6,QUEENSTOWN - 189,Opgegradeer 19992000
Huidige jaar,1452029,165,975663,11,67379,161,325789,350,54943,51,28255,37,53486,383114,20936
Vorige jaar,1282639,160,872985,11,52367,159,288121,241,39282,66,29884,48,63663,307141,31498
Afwyking,169390,5,102678,0,15011,2,37669,109,15661,-15,-1629,-11,-10177,75973,-10562
Afwyking %,13,3,12,0,29,1,13,45,40,-23,-5,-23,-16,25,-34
Doelwit,1374253,163,916634,14,58651,175,322697,432,43996,67,32275,0,0,0,0
Afwyking,77776,2,59029,-3,8728,-14,3093,-82,10947,-16,-4019,37,53486,0,0
Afwyking %,6,1,6,-21,15,-8,1,-19,25,-24,-12,0,0,0,0
7,MACLEAR - 149
Huidige jaar,1141098,94,599918,61,225980,105,256638,376,27021,68,31540,523,873886,207285,192935
Vorige jaar,1039456,109,608222,44,150315,157,225149,334,25844,85,29926,164,272515,97155,121662
Afwyking,101642,-15,-8304,17,75665,-52,31489,42,1177,-17,1614,359,601371,110129,71272
Afwyking %,10,-14,-1,39,50,-33,14,13,5,-20,5,219,221,113,59
Doelwit,1120418,143,638633,65,168353,167,252167,210,28945,50,32320,0,0,0,0
Afwyking,20680,-49,-38715,-4,57628,-62,4472,166,-1924,18,-780,523,873886,0,0
Afwyking %,2,-34,-6,-6,34,-37,2,79,-7,36,-2,0,0,0,0
8,UITENHAGE - 231
Huidige jaar,998536,106,682919,22,84274,137,177625,162,16122,74,37595,149,212504,150500,63747
Vorige jaar,818668,99,560930,26,82354,110,139932,188,11967,60,23485,268,398414,61463,48226
Afwyking,179868,7,121989,-4,1920,27,37692,-26,4155,14,14111,-119,-185910,89036,15521
Afwyking %,22,7,22,-15,2,25,27,-14,35,23,60,-44,-47,145,32
Doelwit,876704,124,588977,17,92236,162,156724,194,13403,77,25364,0,0,0,0
Afwyking,121832,-18,93943,5,-7962,-25,20901,-32,2719,-3,12231,149,212504,0,0
Afwyking %,14,-15,16,29,-9,-15,13,-16,20,-4,48,0,0,0,0
9,HUMANSDORP - 88
Huidige jaar,860709,110,681242,9,50544,166,124374,27,3322,9,1228,55,64386,116253,21775
Vorige jaar,818766,134,614611,13,61535,161,125658,56,3142,40,13820,51,60392,132358,14785
Afwyking,41942,-24,66631,-4,-10991,5,-1285,-29,180,-31,-12592,4,3995,-16105,6990
Afwyking %,5,-18,11,-31,-18,3,-1,-52,6,-78,-91,8,7,-12,47
Doelwit,873442,115,645342,21,68919,170,140737,77,3519,53,14926,0,0,0,0
Afwyking,-12733,-5,35900,-12,-18376,-4,-16363,-50,-197,-44,-13698,55,64386,0,0
Afwyking %,-1,-4,6,-57,-27,-2,-12,-65,-6,-83,-92,0,0,0,0
10,CRADOCK - 34
Huidige jaar,493328,48,291827,31,114687,50,70825,229,13769,36,2220,146,142022,88943,25684
Vorige jaar,223986,28,129925,13,47024,29,41905,126,5319,7,-187,78,87362,47955,6543
Afwyking,269342,20,161901,18,67664,21,28920,103,8450,29,2407,68,54661,40988,19141
Afwyking %,120,71,125,138,144,72,69,82,159,414,-1286,87,63,85,293
Doelwit,241775,34,136421,17,52667,36,46931,169,5957,22,-202,0,0,0,0
Afwyking,251553,14,155406,14,62020,14,23893,60,7812,14,2422,146,142022,0,0
Afwyking %,104,41,114,82,118,39,51,36,131,64,0,0,0,0,0
11,DESPATCH - 49
Huidige jaar,413978,55,343580,2,1320,87,48197,76,3085,43,17795,37,44748,53100,0
Vorige jaar,434339,60,350330,4,15324,80,45939,99,3847,48,18900,17,16608,27107,-1239
Afwyking,-20361,-5,-6750,-2,-14004,7,2259,-23,-761,-5,-1105,20,28140,25993,1239
Afwyking %,-5,-8,-2,-50,-91,9,5,-23,-20,-10,-6,118,169,96,-100
Doelwit,461182,64,367847,6,17164,93,51452,136,4308,49,20412,0,0,0,0
Afwyking,-47204,-9,-24267,-4,-15844,-6,-3254,-60,-1222,-6,-2617,37,44748,0,0
Afwyking %,-10,-14,-7,-67,-92,-6,-6,-44,-28,-12,-13,0,0,0,0
12,ADELAIDE - 1 200911
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,138308,19,96310,3,11653,26,24097,115,3649,7,2600,0,0,4316,253
Afwyking,-138308,-19,-96310,-3,-11653,-26,-24097,-115,-3649,-7,-2600,0,0,-4316,-253
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,-100
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,EASTLONDON STREEKBESTUURDER - 586 200902
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,-26,0,-26,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,28299978,2898,17826375,717,2909435,2903,6338507,2938,311425,1776,914236,2089,3067775,4816645,950713
Vorige jaar,25669992,2817,15990470,603,2406366,2821,6141117,3596,283865,1734,848175,1707,2575249,4038075,854123
Afwyking,2629987,81,1835905,114,503070,82,197390,-658,27561,42,66061,382,492526,778570,96591
Afwyking %,10,3,11,19,21,3,3,-18,10,2,8,22,19,19,11
Doelwit,27449101,2988,16688897,701,2682078,2921,6851062,2734,313842,1772,913222,0,0,0,0
Afwyking,850877,-90,1137478,16,227358,-18,-512556,204,-2417,4,1014,2089,3067775,0,0
Afwyking %,3,-3,7,2,8,-1,-7,7,-1,0,0,0,0,0,0
