BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-06-07
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201105
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
5,GERMISTON - 70
Huidige jaar,2263580,240,1563138,14,63452,318,508158,324,48971,100,79860,357,635208,290490,274817
Vorige jaar,1446755,171,1019946,30,123996,209,215998,235,19966,79,66850,341,661463,211286,220705
Afwyking,816825,69,543192,-16,-60543,109,292160,89,29005,21,13010,16,-26255,79203,54112
Afwyking %,56,40,53,-53,-49,52,135,38,145,27,19,5,-4,37,25
Doelwit,1546296,338,1070944,37,138874,409,241918,402,22362,194,72198,0,0,0,0
Afwyking,717284,-98,492194,-23,-75422,-91,266240,-78,26609,-94,7662,357,635208,0,0
Afwyking %,46,-29,46,-62,-54,-22,110,-19,119,-48,11,0,0,0,0
6,BENONI - 12
Huidige jaar,1678149,157,1193555,15,58395,212,326079,61,11578,82,88543,47,83728,209456,27075
Vorige jaar,1679351,163,1206169,23,82954,232,275532,83,13891,87,100805,26,42125,161983,15004
Afwyking,-1202,-6,-12614,-8,-24560,-20,50547,-22,-2313,-5,-12262,21,41603,47473,12071
Afwyking %,0,-4,-1,-35,-30,-9,18,-27,-17,-6,-12,81,99,29,80
Doelwit,1792409,164,1266477,13,92910,241,308595,58,15558,108,108869,0,0,0,0
Afwyking,-114260,-7,-72923,2,-34515,-29,17484,3,-3980,-26,-20326,47,83728,0,0
Afwyking %,-6,-4,-6,15,-37,-12,6,5,-26,-24,-19,0,0,0,0
7,EDENVALE - 59
Huidige jaar,1259744,118,1047383,1,6648,185,171864,38,5199,61,28649,49,94703,91791,30791
Vorige jaar,1282207,116,993714,4,11327,189,209736,19,4297,79,63132,32,60832,86070,21587
Afwyking,-22463,2,53668,-3,-4679,-4,-37872,19,902,-18,-34482,17,33872,5722,9204
Afwyking %,-2,2,5,-75,-41,-2,-18,100,21,-23,-55,53,56,7,43
Doelwit,1363986,115,1043400,5,12686,187,234904,69,4814,62,68181,0,0,0,0
Afwyking,-104242,3,3983,-4,-6038,-2,-63040,-31,385,-1,-39532,49,94703,0,0
Afwyking %,-8,3,0,-80,-48,-1,-27,-45,8,-2,-58,0,0,0,0
8,BRAKPAN - 19
Huidige jaar,1143725,128,832133,9,29585,176,203543,103,13284,68,65180,56,75154,152653,28957
Vorige jaar,881526,114,638102,9,31156,147,157188,99,9301,54,45780,40,53498,145858,24539
Afwyking,262198,14,194031,0,-1571,29,46355,4,3983,14,19400,16,21656,6795,4418
Afwyking %,30,12,30,0,-5,20,29,4,43,26,42,40,40,5,18
Doelwit,940812,126,670008,9,34896,161,176051,133,10415,74,49442,0,0,0,0
Afwyking,202913,2,162125,0,-5310,15,27492,-30,2869,-6,15738,56,75154,0,0
Afwyking %,22,2,24,0,-15,9,16,-23,28,-8,32,0,0,0,0
9,GERMISTON 2 (KATORUS) - 126 200701
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-68987
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68987
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,26079015,2397,18336086,226,1122004,3187,5160685,1208,219471,1373,1240769,1188,2413813,3561257,1062185
Vorige jaar,18338130,2442,12880408,239,865352,3183,3635410,1094,156120,1322,800840,1125,2157505,2566254,865324
Afwyking,7740885,-45,5455678,-13,256652,4,1525275,114,63351,51,439929,63,256308,995004,196861
Afwyking %,42,-2,42,-5,30,0,42,10,41,4,55,6,12,39,23
Doelwit,19605051,2765,13524432,318,969197,3570,4071659,1431,174856,1510,864908,0,0,0,0
Afwyking,6473964,-368,4811654,-92,152808,-383,1089025,-223,44616,-137,375860,1188,2413813,0,0
Afwyking %,25,-13,36,-29,16,-11,27,-16,26,-9,43,0,0,0,0
1,DURBAN DIENS - 540,Opgegradeer 19992000
Huidige jaar,11803851,1221,8304555,109,433621,1248,2575872,1111,90173,718,399630,350,631846,1875019,319472
Vorige jaar,11593831,1246,8254978,144,353706,1367,2511160,1224,93799,747,380187,467,744561,1722167,394822
Afwyking,210021,-25,49577,-35,79915,-119,64713,-113,-3626,-29,19443,-117,-112715,152852,-75350
Afwyking %,2,-2,1,-24,23,-9,3,-9,-4,-4,5,-25,-15,9,-19
Doelwit,12392036,1272,8667727,98,396152,1343,2812499,815,105056,719,410602,0,0,0,0
Afwyking,-588185,-51,-363172,11,37469,-95,-236627,296,-14883,-1,-10972,350,631846,0,0
Afwyking %,-5,-4,-4,11,9,-7,-8,36,-14,0,-3,0,0,0,0
2,PIETERMARITZBURG - 176
Huidige jaar,3295424,341,2112845,23,47970,385,959388,245,67396,238,107825,304,523101,555235,239707
Vorige jaar,3135264,359,2100967,21,81467,413,829560,228,58350,139,64920,134,270077,569494,134068
Afwyking,160160,-18,11879,2,-33497,-28,129828,17,9045,99,42905,170,253024,-14258,105640
Afwyking %,5,-5,1,10,-41,-7,16,7,16,71,66,127,94,-3,79
Doelwit,3361827,411,2206013,21,91244,449,929105,172,65351,183,70114,0,0,0,0
Afwyking,-66403,-70,-93168,2,-43274,-64,30283,73,2045,55,37711,304,523101,0,0
Afwyking %,-2,-17,-4,10,-47,-14,3,42,3,30,54,0,0,0,0
3,PORT SHEPSTONE - 186,Opgegradeer 19971998
Huidige jaar,2453889,355,1448333,16,40401,455,814262,194,44755,183,106140,906,1290411,445173,500236
Vorige jaar,2698139,376,1583552,25,115309,501,840236,289,48059,201,110984,414,612948,481675,553384
Afwyking,-244250,-21,-135219,-9,-74908,-46,-25975,-95,-3304,-18,-4845,492,677462,-36502,-53149
Afwyking %,-9,-6,-9,-36,-65,-9,-3,-33,-7,-9,-4,119,111,-8,-10
Doelwit,2906981,365,1662729,28,129499,418,941064,150,53826,177,119863,0,0,0,0
Afwyking,-453092,-10,-214396,-12,-89098,37,-126803,44,-9072,6,-13723,906,1290411,0,0
Afwyking %,-16,-3,-13,-43,-69,9,-13,29,-17,3,-11,0,0,0,0
4,KOKSTAD - 124
Huidige jaar,1807784,186,1064808,31,183044,180,540719,134,22890,48,-3677,147,209165,295327,56593
Vorige jaar,2313406,225,1328940,52,278456,215,633915,543,65225,116,6870,269,418701,407843,140744
Afwyking,-505622,-39,-264131,-21,-95412,-35,-93196,-409,-42335,-68,-10547,-122,-209536,-112516,-84151
Afwyking %,-22,-17,-20,-40,-34,-16,-15,-75,-65,-59,-154,-45,-50,-28,-60
Doelwit,2497713,207,1395387,55,311870,212,709984,185,73053,130,7420,0,0,0,0
Afwyking,-689929,-21,-330579,-24,-128826,-32,-169265,-51,-50163,-82,-11097,147,209165,0,0
Afwyking %,-28,-10,-24,-44,-41,-15,-24,-28,-69,-63,-150,0,0,0,0
5,LADYSMITH - 131,Opgegradeer 19981999
Huidige jaar,1523113,198,1045264,17,97695,262,338658,141,33096,142,8400,155,246548,316791,135900
Vorige jaar,1258108,161,836712,16,46608,213,349094,108,18581,122,7114,188,297802,268033,168065
Afwyking,265004,37,208553,1,51087,49,-10437,33,14515,20,1286,-33,-51254,48757,-32165
Afwyking %,21,23,25,6,110,23,-3,31,78,16,18,-18,-17,18,-19
Doelwit,1350227,314,878547,26,52201,308,390985,84,20811,191,7683,0,0,0,0
Afwyking,172886,-116,166718,-9,45494,-46,-52327,57,12285,-49,717,155,246548,0,0
Afwyking %,13,-37,19,-35,87,-15,-13,68,59,-26,9,0,0,0,0
6,PHUTHADITJHABA - 179
Huidige jaar,1164453,146,652668,35,193140,153,281840,248,35645,48,1161,113,115616,225924,43363
Vorige jaar,978431,149,565074,25,111475,161,264357,292,35097,52,2429,47,43064,195511,30025
Afwyking,186022,-3,87594,10,81665,-8,17483,-44,548,-4,-1268,66,72552,30414,13338
Afwyking %,19,-2,16,40,73,-5,7,-15,2,-8,-52,140,168,16,44
Doelwit,1056189,222,593327,38,124853,231,296079,361,39308,91,2623,0,0,0,0
Afwyking,108264,-76,59341,-3,68287,-78,-14239,-113,-3663,-43,-1463,113,115616,0,0
Afwyking %,10,-34,10,-8,55,-34,-5,-31,-9,-47,-56,0,0,0,0
7,HARRISMITH - 81
Huidige jaar,903341,89,529238,37,132371,135,194576,188,18455,58,28700,88,112464,161416,5800
Vorige jaar,827240,84,486808,35,124333,140,179778,151,10303,49,26017,128,165735,130918,5531
Afwyking,76101,5,42430,2,8037,-5,14798,37,8153,9,2683,-40,-53271,30498,269
Afwyking %,9,6,9,6,6,-4,8,25,79,18,10,-31,-32,23,5
Doelwit,891394,105,511148,46,139254,144,201354,84,11539,44,28098,0,0,0,0
Afwyking,11947,-16,18090,-9,-6883,-9,-6777,104,6916,14,602,88,112464,0,0
Afwyking %,1,-15,4,-20,-5,-6,-3,124,60,32,2,0,0,0,0
8,GREYTOWN - 72
Huidige jaar,362397,45,246314,4,23323,50,79969,71,12670,4,120,65,100867,70733,18775
Vorige jaar,256969,32,155753,8,50687,37,37795,72,9726,5,3009,107,165180,22399,61493
Afwyking,105429,13,90562,-4,-27363,13,42174,-1,2945,-1,-2889,-42,-64313,48334,-42719
Afwyking %,41,41,58,-50,-54,35,112,-1,30,-20,-96,-39,-39,216,-69
Doelwit,276786,50,163541,7,56771,57,42330,71,10894,19,3250,0,0,0,0
Afwyking,85611,-5,82774,-3,-33447,-7,37639,0,1776,-15,-3130,65,100867,0,0
Afwyking %,31,-10,51,-43,-59,-12,89,0,16,-79,-96,0,0,0,0
9,WARDEN - 260
Huidige jaar,316937,44,195193,5,15697,76,82815,173,11497,26,11736,15,18743,55414,44590
Vorige jaar,344474,47,190791,9,28716,70,105417,180,9471,23,10079,31,48146,56981,59638
Afwyking,-27537,-3,4402,-4,-13018,6,-22603,-7,2025,3,1657,-16,-29403,-1566,-15048
Afwyking %,-8,-6,2,-44,-45,9,-21,-4,21,13,16,-52,-61,-3,-25
Doelwit,372054,55,200330,10,32161,109,118069,190,10609,16,10885,0,0,0,0
Afwyking,-55117,-11,-5137,-5,-16463,-33,-35255,-17,888,10,851,15,18743,0,0
Afwyking %,-15,-20,-3,-50,-51,-30,-30,-9,8,63,8,0,0,0,0
Afwyking %,-15,-20,-3,-50,-51,-30,-30,-9,8,63,8,0,0,0,0
Huidige jaar,23631189,2625,15599220,277,1167262,2944,5868098,2505,336575,1465,660034,2143,3248762,4001032,1364436
Vorige jaar,23405862,2679,15503574,335,1190756,3117,5751313,3087,348610,1454,611609,1785,2766215,3855019,1547770
Afwyking,225328,-54,95646,-58,-23493,-173,116786,-582,-12035,11,48424,358,482546,146013,-183334
Afwyking %,1,-2,1,-17,-2,-6,2,-19,-3,1,8,20,17,4,-12
Doelwit,25105205,3001,16278747,329,1334004,3271,6441469,2112,390447,1570,660538,0,0,0,0
Afwyking,-1474016,-376,-679528,-52,-166742,-327,-573371,393,-53871,-105,-504,2143,3248762,0,0
Afwyking %,-6,-13,-4,-16,-12,-10,-9,19,-14,-7,0,0,0,0,0
1,KEIMOES - 111 200901
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,RUSTENBURG - 199
Huidige jaar,7798761,803,5519747,58,264369,826,1454521,699,111398,420,448724,348,721328,1150183,401803
Vorige jaar,6796611,770,4918268,34,110444,725,1299172,695,88111,361,380616,393,802393,970713,387940
Afwyking,1002150,33,601479,24,153925,101,155350,4,23288,59,68108,-45,-81065,179470,13864
Afwyking %,15,4,12,71,139,14,12,1,26,16,18,-11,-10,18,4
Doelwit,7252699,885,5164180,53,123696,841,1455072,1350,98684,429,411066,0,0,0,0
Afwyking,546062,-82,355567,5,140673,-15,-550,-651,12714,-9,37658,348,721328,0,0
Afwyking %,8,-9,7,9,114,-2,0,-48,13,-2,9,0,0,0,0
2,CARLETONVILLE - 37
Huidige jaar,5283685,569,3672193,83,376543,661,955008,962,61576,200,218366,282,630726,960574,249816
Vorige jaar,6467390,709,5018392,53,225771,771,1030578,992,60601,172,132047,242,463121,912549,242625
Afwyking,-1183704,-140,-1346199,30,150772,-110,-75571,-30,975,28,86319,40,167605,48025,7191
Afwyking %,-18,-20,-27,57,67,-14,-7,-3,2,16,65,17,36,5,3
Doelwit,6886912,888,5269312,79,252865,974,1154250,604,67875,191,142611,0,0,0,0
Afwyking,-1603227,-319,-1597118,4,123678,-313,-199242,358,-6299,9,75755,282,630726,0,0
Afwyking %,-23,-36,-30,5,49,-32,-17,59,-9,5,53,0,0,0,0
3,KLERKSDORP - 542
Huidige jaar,3018282,333,2007200,61,265146,407,526742,777,85197,232,133998,239,301881,441793,56680
Vorige jaar,2607390,339,1832431,32,100185,405,476610,824,85225,204,112939,236,260199,416735,39604
Afwyking,410892,-6,174768,29,164960,2,50133,-47,-28,28,21059,3,41682,25057,17076
Afwyking %,16,-2,10,91,165,0,11,-6,0,14,19,1,16,6,43
Doelwit,2787491,334,1924053,42,112207,388,533804,627,95453,219,121974,0,0,0,0
Afwyking,230791,-1,83147,19,152938,19,-7062,150,-10256,13,12024,239,301881,0,0
Afwyking %,8,0,4,45,136,5,-1,24,-11,6,10,0,0,0,0
4,POTCHEFSTROOM - 181
Huidige jaar,1730060,189,1224951,43,142017,224,264384,331,39158,114,59550,234,341300,276809,81080
Vorige jaar,1455414,167,1003894,37,125258,190,231373,308,33076,99,61813,139,193847,235483,58884
Afwyking,274646,22,221057,6,16759,34,33011,23,6082,15,-2263,95,147453,41326,22195
Afwyking %,19,13,22,16,13,18,14,7,18,15,-4,68,76,18,38
Doelwit,1557315,216,1054089,51,140289,261,259137,513,37043,122,66758,0,0,0,0
Afwyking,172745,-27,170863,-8,1728,-37,5247,-182,2115,-8,-7208,234,341300,0,0
Afwyking %,11,-13,16,-16,1,-14,2,-35,6,-7,-11,0,0,0,0
5,ORKNEY - 164,Opgegradeer 19992000
Huidige jaar,1669897,176,1199387,34,93923,191,311337,336,29367,75,35884,139,202762,236153,18684
Vorige jaar,1609349,181,1226946,7,30375,214,323781,221,18143,26,10105,87,135278,184674,67493
Afwyking,60548,-5,-27558,27,63548,-23,-12444,115,11224,49,25779,52,67484,51479,-48809
Afwyking %,4,-3,-2,386,209,-11,-4,52,62,188,255,60,50,28,-72
Doelwit,1716179,232,1288292,8,34018,252,362635,299,20321,50,10913,0,0,0,0
Afwyking,-46282,-56,-88905,26,59905,-61,-51298,37,9045,25,24971,139,202762,0,0
Afwyking %,-3,-24,-7,325,176,-24,-14,12,45,50,229,0,0,0,0
6,BRITS - 21,Opgegradeer 19971998
Huidige jaar,1508508,145,1069246,12,51469,158,271189,276,37861,72,78744,215,344082,234836,155798
Vorige jaar,1719861,189,1190806,14,42135,192,338182,345,42608,108,106130,199,283039,245715,132371
Afwyking,-211353,-44,-121560,-2,9334,-34,-66993,-69,-4747,-36,-27386,16,61043,-10878,23427
Afwyking %,-12,-23,-10,-14,22,-18,-20,-20,-11,-33,-26,8,22,-4,18
Doelwit,1838643,181,1250346,18,47190,204,378764,395,47722,104,114620,0,0,0,0
Afwyking,-330135,-36,-181100,-6,4279,-46,-107575,-119,-9861,-32,-35876,215,344082,0,0
Afwyking %,-18,-20,-14,-33,9,-23,-28,-30,-21,-31,-31,0,0,0,0
7,LICHTENBURG - 133,Opgegradeer 19981999
Huidige jaar,797320,82,498904,10,55208,98,199991,676,38208,28,5010,46,99293,120057,32125
Vorige jaar,1099996,108,638245,24,108561,123,276520,684,37408,57,39262,67,118937,146298,47068
Afwyking,-302676,-26,-139340,-14,-53353,-25,-76530,-8,800,-29,-34252,-21,-19644,-26241,-14943
Afwyking %,-28,-24,-22,-58,-49,-20,-28,-1,2,-51,-87,-31,-17,-18,-32
Doelwit,1185748,139,670156,41,121588,158,309702,732,41897,72,42404,0,0,0,0
Afwyking,-388428,-57,-171252,-31,-66381,-60,-109712,-56,-3689,-44,-37394,46,99293,0,0
Afwyking %,-33,-41,-26,-76,-55,-38,-35,-8,-9,-61,-88,0,0,0,0
8,ZEERUST - 291
Huidige jaar,650842,65,441895,5,31343,79,166135,197,13875,26,-2405,64,97771,124716,38480
Vorige jaar,557301,70,408724,1,2967,77,121358,310,20743,37,3510,64,101583,103660,41895
Afwyking,93541,-5,33171,4,28376,2,44777,-113,-6868,-11,-5915,0,-3812,21056,-3416
Afwyking %,17,-7,8,400,956,3,37,-36,-33,-30,-169,0,-4,20,-8
Doelwit,595428,98,429159,4,3323,103,135922,461,23233,45,3791,0,0,0,0
Afwyking,55414,-33,12736,1,28020,-24,30213,-264,-9358,-19,-6196,64,97771,0,0
Afwyking %,9,-34,3,25,843,-23,22,-57,-40,-42,-163,0,0,0,0
Afwyking %,9,-34,3,25,843,-23,22,-57,-40,-42,-163,0,0,0,0
Huidige jaar,22457356,2362,15633523,306,1280016,2644,4149306,4254,416640,1167,977871,1567,2739143,3545120,1034466
Vorige jaar,22313312,2533,16237706,202,745695,2697,4097573,4379,385915,1064,846422,1427,2358397,3215827,1017880
Afwyking,144044,-171,-604183,104,534321,-53,51733,-125,30725,103,131448,140,380746,329293,16586
Afwyking %,1,-7,-4,51,72,-2,1,-3,8,10,16,10,16,10,2
Doelwit,23820416,2973,17049587,296,835176,3181,4589285,4981,432229,1232,914138,0,0,0,0
Afwyking,-1363060,-611,-1416064,10,444839,-537,-439979,-727,-15589,-65,63733,1567,2739143,0,0
Afwyking %,-6,-21,-8,3,53,-17,-10,-15,-4,-5,7,0,0,0,0
1,PRETORIA DIENS - 545
Huidige jaar,3882598,482,2718633,34,251641,397,731060,165,31089,161,150175,80,186933,1092160,90698
Vorige jaar,4405603,586,3075766,23,140748,563,969070,219,35638,235,184382,90,162637,1064591,76321
Afwyking,-523005,-104,-357132,11,110894,-166,-238010,-54,-4549,-74,-34207,-10,24296,27569,14377
Afwyking %,-12,-18,-12,48,79,-29,-25,-25,-13,-31,-19,-11,15,3,19
Doelwit,4711597,586,3229556,44,157637,542,1085358,333,39913,268,199133,0,0,0,0
Afwyking,-828999,-104,-510923,-10,94005,-145,-354299,-168,-8825,-107,-48958,80,186933,0,0
Afwyking %,-18,-18,-16,-23,60,-27,-33,-50,-22,-40,-25,0,0,0,0
2,PRETORIA-OOS - 547
Huidige jaar,3617528,345,2558041,62,141136,571,712607,50,6810,177,198935,44,93584,319232,28847
Vorige jaar,3376100,344,2303274,47,153938,540,738145,81,8675,167,172068,11,77216,238001,7399
Afwyking,241428,1,254767,15,-12802,31,-25538,-31,-1866,10,26867,33,16368,81231,21448
Afwyking %,7,0,11,32,-8,6,-3,-38,-22,6,16,300,21,34,290
Doelwit,3613119,408,2418440,89,172411,662,826720,52,9715,205,185833,0,0,0,0
Afwyking,4409,-63,139601,-27,-31275,-91,-114113,-2,-2905,-28,13102,44,93584,0,0
Afwyking %,0,-15,6,-30,-18,-14,-14,-4,-30,-14,7,0,0,0,0
3,PRETORIA NOORD - 490
Huidige jaar,3176836,248,2287614,42,121179,350,608898,175,20495,181,138650,37,63030,266394,38832
Vorige jaar,2994056,258,2130971,37,108892,363,598772,143,15485,190,139937,52,76457,203234,49898
Afwyking,182780,-10,156643,5,12287,-13,10126,32,5010,-9,-1287,-15,-13427,63160,-11066
Afwyking %,6,-4,7,14,11,-4,2,22,32,-5,-1,-29,-18,31,-22
Doelwit,3198575,298,2237519,43,121958,417,670625,180,17342,224,151132,0,0,0,0
Afwyking,-21739,-50,50096,-1,-779,-67,-61727,-5,3153,-43,-12482,37,63030,0,0
Afwyking %,-1,-17,2,-2,-1,-16,-9,-3,18,-19,-8,0,0,0,0
4,SOSHANGUVE - 205,Opgegradeer 19971998
Huidige jaar,3109882,252,2369513,12,73841,214,620539,217,22045,156,23944,212,338920,462328,160899
Vorige jaar,3233915,293,2443089,23,131784,263,656167,135,14780,7,-11904,244,446024,444369,180972
Afwyking,-124034,-41,-73576,-11,-57943,-49,-35629,82,7265,149,35848,-32,-107104,17959,-20073
Afwyking %,-4,-14,-3,-48,-44,-19,-5,61,49,2129,-301,-13,-24,4,-11
Doelwit,3451446,289,2565243,19,147596,252,734908,98,16555,155,-12856,0,0,0,0
Afwyking,-341565,-37,-195731,-7,-73755,-38,-114370,119,5491,1,36801,212,338920,0,0
Afwyking %,-10,-13,-8,-37,-50,-15,-16,121,33,1,0,0,0,0,0
5,TEMBA - 107
Huidige jaar,2346018,196,1784932,8,45104,172,481855,114,11328,128,22800,266,422274,361558,170230
Vorige jaar,2031553,185,1563217,7,51105,159,398100,90,10447,63,8684,294,460866,307376,142158
Afwyking,314465,11,221715,1,-6001,13,83755,24,882,65,14115,-28,-38592,54181,28072
Afwyking %,15,6,14,14,-12,8,21,27,8,103,163,-10,-8,18,20
Doelwit,2165568,176,1641379,11,57238,160,445872,234,11700,139,9380,0,0,0,0
Afwyking,180450,20,143553,-3,-12134,12,35983,-120,-371,-11,13420,266,422274,0,0
Afwyking %,8,11,9,-27,-21,8,8,-51,-3,-8,143,0,0,0,0
6,MIDDELBURG TVL - 144
Huidige jaar,2339026,242,1653344,29,89637,300,408451,326,55424,123,132170,37,85985,345537,20871
Vorige jaar,3086944,391,2367095,41,114315,435,434976,278,44149,124,126410,48,112253,325271,29998
Afwyking,-747919,-149,-713751,-12,-24678,-135,-26524,48,11275,-1,5760,-11,-26269,20266,-9127
Afwyking %,-24,-38,-30,-29,-22,-31,-6,17,26,-1,5,-23,-23,6,-30
Doelwit,3286630,354,2485451,30,128034,397,487173,342,49448,176,136524,0,0,0,0
Afwyking,-947604,-112,-832107,-1,-38397,-97,-78722,-16,5976,-53,-4354,37,85985,0,0
Afwyking %,-29,-32,-33,-3,-30,-24,-16,-5,12,-30,-3,0,0,0,0
7,MAMELODI - 495
Huidige jaar,2126230,173,1519788,12,63381,151,468088,149,23318,113,51654,387,590969,297694,236284
Vorige jaar,1764896,170,1298518,13,92113,141,316683,258,22925,102,34658,394,674700,255917,263084
Afwyking,361333,3,221270,-1,-28732,10,151405,-109,394,11,16996,-7,-83731,41778,-26800
Afwyking %,20,2,17,-8,-31,7,48,-42,2,11,49,-2,-12,16,-10
Doelwit,1884403,227,1363445,5,103168,187,354683,160,25676,128,37432,0,0,0,0
Afwyking,241827,-54,156343,7,-39787,-36,113405,-11,-2358,-15,14223,387,590969,0,0
Afwyking %,13,-24,11,140,-39,-19,32,-7,-9,-12,38,0,0,0,0
8,CENTURION - 58
Huidige jaar,1923290,190,1365778,7,26832,298,400505,79,10976,115,119199,35,83812,146089,27156
Vorige jaar,1060445,123,812625,12,21139,190,149024,37,4196,76,73460,0,0,60292,0
Afwyking,862845,67,553154,-5,5693,108,251481,42,6780,39,45739,35,83812,85797,27156
Afwyking %,81,54,68,-42,27,57,169,114,162,51,62,0,0,142,0
Doelwit,1127880,94,853257,9,23676,142,166908,13,4702,57,79337,0,0,0,0
Afwyking,795410,96,512521,-2,3156,156,233597,66,6275,58,39862,35,83812,0,0
Afwyking %,71,102,60,-22,13,110,140,508,133,102,50,0,0,0,0
9,WITBANK - 267
Huidige jaar,1631161,176,1155152,17,84996,250,280583,269,43595,75,66835,383,619056,217672,277285
Vorige jaar,1765072,177,1246366,11,38150,267,380445,301,43094,77,57018,162,297931,225905,105612
Afwyking,-133912,-1,-91215,6,46847,-17,-99862,-32,501,-2,9817,221,321125,-8233,171673
Afwyking %,-8,-1,-7,55,123,-6,-26,-11,1,-3,17,136,108,-4,163
Doelwit,1887352,201,1308685,16,42727,277,426097,273,48263,77,61579,0,0,0,0
Afwyking,-256191,-25,-153534,1,42269,-27,-145514,-4,-4668,-2,5256,383,619056,0,0
Afwyking %,-14,-12,-12,6,99,-10,-34,-1,-10,-3,9,0,0,0,0
10,PRETORIA MOOT - 480
Huidige jaar,1418017,159,1077872,18,42388,241,212238,70,7661,108,77857,96,186671,114254,77465
Vorige jaar,1397796,167,1018776,22,70823,242,223727,70,6967,104,77504,38,89544,108262,29032
Afwyking,20221,-8,59097,-4,-28435,-1,-11489,0,695,4,353,58,97126,5992,48433
Afwyking %,1,-5,6,-18,-40,0,-5,0,10,4,0,153,108,6,167
Doelwit,1491117,157,1069716,33,79321,220,250575,92,7801,108,83704,0,0,0,0
Afwyking,-73100,2,8156,-15,-36932,21,-38338,-22,-139,0,-5847,96,186671,0,0
Afwyking %,-5,1,1,-45,-47,10,-15,-24,-2,0,-7,0,0,0,0
11,PTA KLIENTE DIENS - 444
Huidige jaar,971031,67,668018,12,69205,69,201145,1,333,48,32330,488,761631,45002,336489
Vorige jaar,1096375,76,718463,13,97733,76,239158,3,833,58,40188,416,705856,58366,317020
Afwyking,-125345,-9,-50445,-1,-28529,-7,-38013,-2,-500,-10,-7858,72,55775,-13364,19468
Afwyking %,-11,-12,-7,-8,-29,-9,-16,-67,-60,-17,-20,17,8,-23,6
Doelwit,1176042,55,754387,8,109461,52,267857,4,934,48,43403,0,0,0,0
Afwyking,-205011,12,-86369,4,-40256,17,-66712,-3,-601,0,-11073,488,761631,0,0
Afwyking %,-17,22,-11,50,-37,33,-25,-75,-64,0,-26,0,0,0,0
12,BRONKHORSTSPRUIT 1 - 22,Opgegradeer 19971998
Huidige jaar,945964,80,703209,2,14551,88,176478,99,16145,56,35582,0,0,93673,735
Vorige jaar,953240,88,745377,2,19933,101,134068,92,19192,58,34670,0,0,150125,1279
Afwyking,-7276,-8,-42168,0,-5382,-13,42410,7,-3047,-2,912,0,0,-56451,-544
Afwyking %,-1,-9,-6,0,-27,-13,32,8,-16,-3,3,0,0,-38,-43
Doelwit,1014068,72,782646,0,22326,73,150156,89,21496,31,37444,0,0,0,0
Afwyking,-68104,8,-79437,2,-7775,15,26322,10,-5351,25,-1862,0,0,0,0
Afwyking %,-7,11,-10,0,-35,21,18,11,-25,81,-5,0,0,0,0
Afwyking %,-7,11,-10,0,-35,21,18,11,-25,81,-5,0,0,0,0
Huidige jaar,27487580,2610,19861894,255,1023889,3101,5302445,1714,249220,1441,1050131,2065,3432864,3761593,1465791
Vorige jaar,27165996,2858,19723536,251,1040672,3340,5238333,1707,226380,1261,937075,1749,3103485,3441708,1202773
Afwyking,321584,-248,138359,4,-16783,-239,64112,7,22839,180,113057,316,329379,319885,263018
Afwyking %,1,-9,1,2,-2,-7,1,0,10,14,12,18,11,9,22
