BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-07-07
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201106
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
Huidige jaar,990445,102,692576,15,52897,132,172713,127,11953,57,60306,55,109914,87423,22549
Vorige jaar,791571,82,524048,20,85721,116,141968,128,13102,50,26732,53,109065,68565,40111
Afwyking,198874,20,168528,-5,-32824,16,30745,-1,-1149,7,33574,2,849,18858,-17562
Afwyking %,25,24,32,-25,-38,14,22,-1,-9,14,126,4,1,28,-44
Doelwit,848807,86,550251,20,96008,110,159002,188,14675,65,28871,0,0,0,0
Afwyking,141638,16,142325,-5,-43110,22,13711,-61,-2723,-8,31435,55,109914,0,0
Afwyking %,17,19,26,-25,-45,20,9,-32,-19,-12,109,0,0,0,0
9,MEYERTON - 523
Huidige jaar,771669,78,533059,9,29697,91,147004,89,8159,40,53750,68,117779,69217,46425
Vorige jaar,586531,61,379693,4,21767,75,145615,61,7456,28,32000,0,0,25663,-3335
Afwyking,185138,17,153365,5,7930,16,1390,28,703,12,21750,68,117779,43554,49760
Afwyking %,32,28,40,125,36,21,1,46,9,43,68,0,0,170,-1492
Doelwit,629056,68,398678,10,24379,81,163088,163,8352,26,34560,0,0,0,0
Afwyking,142613,10,134381,-1,5318,10,-16083,-74,-193,14,19190,68,117779,0,0
Afwyking %,23,15,34,-10,22,12,-10,-45,-2,54,56,0,0,0,0
10,BETHAL - 13
Huidige jaar,102932,13,74318,0,0,14,24632,13,1782,4,2200,0,0,3390,0
Vorige jaar,305881,39,236329,1,4009,41,54487,16,1412,24,9644,0,0,35425,30621
Afwyking,-202949,-26,-162010,-1,-4009,-27,-29855,-3,369,-20,-7444,0,0,-32035,-30621
Afwyking %,-66,-67,-69,-100,-100,-66,-55,-19,26,-83,-77,0,0,-90,-100
Doelwit,325658,30,248144,2,4490,30,61025,27,1583,19,10416,0,0,0,0
Afwyking,-222726,-17,-173826,-2,-4490,-16,-36394,-14,199,-15,-8216,0,0,0,0
Afwyking %,-68,-57,-70,-100,-100,-53,-60,-52,13,-79,-79,0,0,0,0
Afwyking %,-68,-57,-70,-100,-100,-53,-60,-52,13,-79,-79,0,0,0,0
Huidige jaar,19362977,2106,13896908,196,766452,2527,3633825,1986,248411,1146,817382,1049,1883183,2523789,802812
Vorige jaar,18176448,2011,12847240,243,998869,2401,3302835,2178,210912,1191,816592,1159,2066347,2368635,740071
Afwyking,1186529,95,1049668,-47,-232416,126,330990,-192,37499,-45,790,-110,-183163,155154,62740
Afwyking %,7,5,8,-19,-23,5,10,-9,18,-4,0,-9,-9,7,8
Doelwit,19425658,2379,13489605,295,1118732,2843,3699175,2741,236226,1480,881919,0,0,0,0
Afwyking,-62681,-273,407303,-99,-352280,-316,-65351,-755,12185,-334,-64538,1049,1883183,0,0
Afwyking %,0,-11,3,-34,-31,-11,-2,-28,5,-23,-7,0,0,0,0
1,SOWETO - 216
Huidige jaar,3083868,260,2236652,29,156322,246,600670,186,38258,181,51965,131,204683,437189,132220
Vorige jaar,2545246,246,1861708,17,100309,221,510240,192,31142,166,41847,68,102070,340438,41609
Afwyking,538622,14,374945,12,56013,25,90430,-6,7116,15,10118,63,102612,96751,90611
Afwyking %,21,6,20,71,56,11,18,-3,23,9,24,93,101,28,218
Doelwit,2718680,197,1954792,9,112346,171,571468,91,34877,143,45197,0,0,0,0
Afwyking,365188,63,281860,20,43976,75,29203,95,3381,38,6768,131,204683,0,0
Afwyking %,13,32,14,222,39,44,5,104,10,27,15,0,0,0,0
2,KRUGERSDORP - 194
Huidige jaar,2653979,296,1811150,36,156575,374,553148,396,49686,175,83419,207,320901,340448,102361
Vorige jaar,3779359,407,2637563,55,279454,539,732841,422,48972,274,80530,248,454876,530989,179617
Afwyking,-1125380,-111,-826413,-19,-122878,-165,-179692,-26,714,-99,2890,-41,-133975,-190540,-77256
Afwyking %,-30,-27,-31,-35,-44,-31,-25,-6,1,-36,4,-17,-29,-36,-43
Doelwit,4045030,354,2769442,53,312987,462,820781,509,54848,223,86972,0,0,0,0
Afwyking,-1391051,-58,-958292,-17,-156412,-88,-267632,-113,-5161,-48,-3553,207,320901,0,0
Afwyking %,-34,-16,-35,-32,-50,-19,-33,-22,-9,-22,-4,0,0,0,0
3,IKWEZI (SOWETO 2) - 214
Huidige jaar,1722129,187,1290344,17,71569,148,309245,164,27088,113,23883,146,182219,234437,0
Vorige jaar,1188363,115,913072,11,45656,100,188710,135,21012,83,19913,10,17287,173341,0
Afwyking,533767,72,377272,6,25913,48,120536,29,6076,30,3971,136,164932,61096,0
Afwyking %,45,63,41,55,57,48,64,21,29,36,20,1360,954,35,0
Doelwit,1266255,102,958725,4,51135,90,211355,76,23535,67,21506,0,0,0,0
Afwyking,455874,85,331619,13,20434,58,97890,88,3554,46,2377,146,182219,0,0
Afwyking %,36,83,35,325,40,64,46,116,15,69,11,0,0,0,0
4,ROODEPOORT - 193,Opgegradeer 19971998
Huidige jaar,1284844,127,874885,15,57350,163,268142,78,17007,63,67460,127,231832,208200,99191
Vorige jaar,848909,89,530098,18,73487,89,189905,98,16416,42,39003,45,90232,138513,62554
Afwyking,435935,38,344787,-3,-16137,74,78237,-20,591,21,28457,82,141600,69687,36637
Afwyking %,51,43,65,-17,-22,83,41,-20,4,50,73,182,157,50,59
Doelwit,912110,128,556603,19,82305,150,212692,170,18385,64,42124,0,0,0,0
Afwyking,372734,-1,318282,-4,-24955,13,55449,-92,-1378,-1,25336,127,231832,0,0
Afwyking %,41,-1,57,-21,-30,9,26,-54,-7,-2,60,0,0,0,0
5,RANDFONTEIN - 521
Huidige jaar,942819,110,667668,8,39034,131,170715,86,10718,58,54685,46,83575,56753,16630
Vorige jaar,262642,29,184191,3,10885,31,48908,85,5753,20,12905,14,34703,29379,-9661
Afwyking,680177,81,483477,5,28149,100,121807,1,4964,38,41780,32,48872,27374,26291
Afwyking %,259,279,262,167,259,323,249,1,86,190,324,229,141,93,-272
Doelwit,280751,143,193401,19,12191,167,54778,260,6443,88,13937,0,0,0,0
Afwyking,662068,-33,474267,-11,26843,-36,115937,-174,4274,-30,40748,46,83575,0,0
Afwyking %,236,-23,245,-58,220,-22,212,-67,66,-34,292,0,0,0,0
6,ROODEPOORT HORIZON - 195
Huidige jaar,749444,88,559300,8,43474,146,99921,39,7344,33,39405,8,17630,57298,0
Vorige jaar,981320,118,735891,8,16706,190,163512,54,8910,47,56300,20,40916,108652,0
Afwyking,-231876,-30,-176591,0,26768,-44,-63591,-15,-1567,-14,-16895,-12,-23286,-51354,0
Afwyking %,-24,-25,-24,0,160,-23,-39,-28,-18,-30,-30,-60,-57,-47,0
Doelwit,1045313,102,772685,14,18710,175,183135,42,9980,53,60804,0,0,0,0
Afwyking,-295869,-14,-213384,-6,24764,-29,-83214,-3,-2637,-20,-21399,8,17630,0,0
Afwyking %,-28,-14,-28,-43,132,-17,-45,-7,-26,-38,-35,0,0,0,0
Afwyking %,-28,-14,-28,-43,132,-17,-45,-7,-26,-38,-35,0,0,0,0
Huidige jaar,10437084,1068,7440000,113,524325,1208,2001842,949,150101,623,320817,665,1040840,1334325,350402
Vorige jaar,9605838,1004,6862522,112,526498,1170,1834115,986,132206,632,250498,405,740085,1321311,274118
Afwyking,831246,64,577478,1,-2173,38,167727,-37,17894,-9,70320,260,300755,13013,76284
Afwyking %,9,6,8,1,0,3,9,-4,14,-1,28,64,41,1,28
Doelwit,10268139,1026,7205647,118,589675,1215,2054209,1148,148067,638,270541,0,0,0,0
Afwyking,168945,42,234353,-5,-65350,-7,-52367,-199,2033,-15,50276,665,1040840,0,0
Afwyking %,2,4,3,-4,-11,-1,-3,-17,1,-2,19,0,0,0,0
1,BELLVILLE - 630,Opgegradeer 19992000
Huidige jaar,4907481,516,3662718,35,146596,651,898503,258,44513,174,155152,518,910782,827528,463933
Vorige jaar,5246962,629,4079912,32,136800,804,816289,190,27647,276,186314,617,986446,698854,539764
Afwyking,-339481,-113,-417194,3,9796,-153,82214,68,16866,-102,-31163,-99,-75663,128674,-75831
Afwyking %,-6,-18,-10,9,7,-19,10,36,61,-37,-17,-16,-8,18,-14
Doelwit,5583547,680,4283908,60,153214,850,914243,239,30964,336,201219,0,0,0,0
Afwyking,-676066,-164,-621189,-25,-6618,-199,-15740,19,13549,-162,-46068,518,910782,0,0
Afwyking %,-12,-24,-15,-42,-4,-23,-2,8,44,-48,-23,0,0,0,0
2,MAITLAND - 427,Opgegradeer 19971998
Huidige jaar,4022573,942,3115291,47,220688,929,566069,128,25445,145,95080,184,289494,605688,96893
Vorige jaar,3998557,1183,3047095,47,187183,1108,607571,136,21203,165,135505,116,227199,545323,77027
Afwyking,24016,-241,68197,0,33506,-179,-41502,-8,4241,-20,-40426,68,62295,60366,19866
Afwyking %,1,-20,2,0,18,-16,-7,-6,20,-12,-30,59,27,11,26
Doelwit,4259666,1592,3199450,56,209644,1208,680481,115,23746,155,146345,0,0,0,0
Afwyking,-237093,-650,-84158,-9,11044,-279,-114412,13,1698,-10,-51266,184,289494,0,0
Afwyking %,-6,-41,-3,-16,5,-23,-17,11,7,-6,-35,0,0,0,0
3,PAARL - 185,Opgegradeer 19981999
Huidige jaar,2220720,222,1763370,15,33362,320,327158,231,17821,97,79009,111,186768,319201,105539
Vorige jaar,1933137,214,1521087,7,26441,324,277134,284,16490,122,91986,178,268567,246162,97760
Afwyking,287582,8,242283,8,6921,-4,50024,-53,1332,-25,-12977,-67,-81799,73039,7779
Afwyking %,15,4,16,114,26,-1,18,-19,8,-20,-14,-38,-30,30,8
Doelwit,2054959,242,1597141,26,29614,349,310391,314,18468,114,99345,0,0,0,0
Afwyking,165761,-20,166229,-11,3748,-29,16767,-83,-647,-17,-20336,111,186768,0,0
Afwyking %,8,-8,10,-42,13,-8,5,-26,-4,-15,-20,0,0,0,0
4,PIKETBERG - 622,Opgegradeer 19981999
Huidige jaar,2168223,320,1479650,107,217213,417,380408,301,21817,252,69135,380,357829,340238,95900
Vorige jaar,1988826,293,1324340,82,231081,359,346579,309,15948,279,70877,345,295443,298258,64841
Afwyking,179397,27,155310,25,-13868,58,33828,-8,5868,-27,-1742,35,62386,41980,31059
Afwyking %,9,9,12,30,-6,16,10,-3,37,-10,-2,10,21,14,48
Doelwit,2131947,367,1390558,90,258811,430,388167,294,17863,310,76548,0,0,0,0
Afwyking,36276,-47,89092,17,-41597,-13,-7760,7,3954,-58,-7413,380,357829,0,0
Afwyking %,2,-13,6,19,-16,-3,-2,2,22,-19,-10,0,0,0,0
5,STRAND - 212
Huidige jaar,2163425,304,1693660,61,60533,426,339636,135,17857,94,51740,148,224542,386572,103150
Vorige jaar,2122196,346,1627996,13,42974,482,381171,192,21321,91,48734,144,211040,344391,70022
Afwyking,41230,-42,65664,48,17559,-56,-41536,-57,-3464,3,3006,4,13502,42181,33129
Afwyking %,2,-12,4,369,41,-12,-11,-30,-16,3,6,3,6,12,47
Doelwit,2260949,449,1709395,11,48130,620,426913,180,23880,131,52633,0,0,0,0
Afwyking,-97524,-145,-15735,50,12403,-194,-87277,-45,-6023,-37,-893,148,224542,0,0
Afwyking %,-4,-32,-1,455,26,-31,-20,-25,-25,-28,-2,0,0,0,0
6,VREDENBURG - 621
Huidige jaar,1880645,243,1295348,68,209016,310,290022,129,16225,118,70034,133,213544,274642,78775
Vorige jaar,1067248,173,754906,48,83868,228,171493,238,12556,80,44424,108,205206,153305,79983
Afwyking,813397,70,540442,20,125148,82,118529,-109,3668,38,25610,25,8338,121337,-1207
Afwyking %,76,40,72,42,149,36,69,-46,29,48,58,23,4,79,-2
Doelwit,1140697,168,792651,18,93932,241,192072,147,14064,86,47978,0,0,0,0
Afwyking,739948,75,502697,50,115084,69,97950,-18,2161,32,22056,133,213544,0,0
Afwyking %,65,45,63,278,123,29,51,-12,15,37,46,0,0,0,0
7,WYNBERG - 429
Huidige jaar,1519232,170,1118541,22,88674,223,272812,84,10289,55,28917,150,215535,259102,36747
Vorige jaar,1065661,161,810771,8,22453,188,196020,108,12417,46,24000,227,344314,174426,43118
Afwyking,453571,9,307770,14,66221,35,76791,-24,-2128,9,4917,-77,-128779,84676,-6371
Afwyking %,43,6,38,175,295,19,39,-22,-17,20,20,-34,-37,49,-15
Doelwit,1135825,185,851310,16,25147,253,219541,115,13907,71,25920,0,0,0,0
Afwyking,383407,-15,267231,6,63527,-30,53270,-31,-3618,-16,2997,150,215535,0,0
Afwyking %,34,-8,31,38,253,-12,24,-27,-26,-23,12,0,0,0,0
8,KHAYALITSHA - 123
Huidige jaar,1500212,137,760631,53,275327,128,417131,177,31531,51,15592,587,1170664,184732,509709
Vorige jaar,669180,80,363591,28,153698,82,135374,148,16840,4,-323,396,769757,151131,260009
Afwyking,831032,57,397040,25,121629,46,281758,29,14690,47,15916,191,400907,33602,249700
Afwyking %,124,71,109,89,79,56,208,20,87,1175,-4922,48,52,22,96
Doelwit,724042,80,381770,20,172143,79,151618,100,18861,2,-349,0,0,0,0
Afwyking,776170,57,378861,33,103184,49,265513,77,12670,49,15941,587,1170664,0,0
Afwyking %,107,71,99,165,60,62,175,77,67,2450,0,0,0,0,0
9,TYGER VALLEY - 631
Huidige jaar,1327676,134,1095672,0,0,224,177136,0,0,104,54867,0,0,212428,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,1327676,134,1095672,0,0,224,177136,0,0,104,54867,0,0,212428,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,1327675,134,1095672,0,0,224,177136,0,0,104,54867,0,0,0,0
Afwyking %,132767500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,EERSTERIVIER - 639
Huidige jaar,958373,111,694200,14,45931,111,181390,131,27181,63,9670,261,319556,136725,85575
Vorige jaar,633953,77,454093,11,48645,73,109493,83,13443,28,8279,137,177660,89198,63294
Afwyking,324420,34,240108,3,-2714,38,71898,48,13738,35,1391,124,141896,47527,22281
Afwyking %,51,44,53,27,-6,52,66,58,102,125,17,91,80,53,35
Doelwit,677908,62,476797,10,54482,58,122631,65,15056,49,8941,0,0,0,0
Afwyking,280465,49,217404,4,-8551,53,58759,66,12124,14,729,261,319556,0,0
Afwyking %,41,79,46,40,-16,91,48,102,81,29,8,0,0,0,0
11,STELLENBOSCH - 211
Huidige jaar,838591,118,659588,6,16515,120,129931,130,15420,30,17136,194,262612,113852,46477
Vorige jaar,911951,199,663596,10,30920,223,185958,200,15729,37,15747,364,479604,133412,123646
Afwyking,-73360,-81,-4008,-4,-14405,-103,-56027,-70,-309,-7,1389,-170,-216992,-19560,-77169
Afwyking %,-8,-41,-1,-40,-47,-46,-30,-35,-2,-19,9,-47,-45,-15,-62
Doelwit,974301,178,696776,23,34630,198,208273,238,17615,57,17007,0,0,0,0
Afwyking,-135710,-60,-37188,-17,-18115,-78,-78342,-108,-2195,-27,129,194,262612,0,0
Afwyking %,-14,-34,-5,-74,-52,-39,-38,-45,-12,-47,1,0,0,0,0
12,VREDENDAL - 612
Huidige jaar,260259,42,180671,10,28112,56,37912,66,3409,18,10155,1,1440,12109,-3118
Vorige jaar,471007,82,357596,7,13226,91,72398,138,5482,38,22305,0,0,42022,9400
Afwyking,-210748,-40,-176925,3,14885,-35,-34486,-72,-2073,-20,-12150,1,1440,-29914,-12518
Afwyking %,-45,-49,-49,43,113,-38,-48,-52,-38,-53,-54,0,0,-71,-133
Doelwit,501603,84,375476,15,14813,109,81086,125,6139,34,24089,0,0,0,0
Afwyking,-241344,-42,-194805,-5,13298,-53,-43173,-59,-2730,-16,-13934,1,1440,0,0
Afwyking %,-48,-50,-52,-33,90,-49,-53,-47,-44,-47,-58,0,0,0,0
13,CERES - 635
Huidige jaar,222796,33,174546,0,0,37,36276,131,6674,8,5300,85,114149,39926,-222
Vorige jaar,353753,59,280094,3,6151,77,52923,154,6761,15,7823,20,31512,56656,-6681
Afwyking,-130957,-26,-105548,-3,-6151,-40,-16647,-23,-87,-7,-2523,65,82637,-16730,6459
Afwyking %,-37,-44,-38,-100,-100,-52,-31,-15,-1,-47,-32,325,262,-30,-97
Doelwit,376286,6,294099,1,6890,9,59275,133,7572,2,8450,0,0,0,0
Afwyking,-153490,27,-119553,-1,-6890,28,-22999,-2,-898,6,-3150,85,114149,0,0
Afwyking %,-41,450,-41,-100,-100,311,-39,-2,-12,300,-37,0,0,0,0
14,ATLANTIS - 606
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,23990205,3292,17693887,438,1341967,3952,4054384,1901,238181,1209,661787,2752,4266915,3712746,1619358
Vorige jaar,20462430,3496,15285076,296,983441,4039,3352403,2180,185838,1181,655672,2652,3996749,2933138,1422181
Afwyking,3527775,-204,2408811,142,358525,-87,701981,-279,52343,28,6115,100,270167,779608,197177
Afwyking %,17,-6,16,48,36,-2,21,-13,28,2,1,4,7,27,14
Doelwit,21821732,4093,16049329,346,1101451,4404,3754691,2065,208134,1347,708127,0,0,0,0
Afwyking,2168473,-801,1644558,92,240515,-452,299693,-164,30046,-138,-46341,2752,4266915,0,0
Afwyking %,9,-20,10,27,22,-10,8,-8,14,-10,-7,0,0,0,0
1,UMTATA - 233,Opgegradeer 19992000
Huidige jaar,12000068,1105,7108346,343,1562685,877,2824026,567,66369,679,438643,121,176248,1968712,78809
Vorige jaar,10436525,1061,6073499,230,1177133,812,2738426,1067,86227,626,361240,36,77164,1668725,39427
Afwyking,1563543,44,1034847,113,385551,65,85600,-500,-19858,53,77403,85,99084,299988,39382
Afwyking %,15,4,17,49,33,8,3,-47,-23,8,21,236,128,18,100
Doelwit,11249312,1129,6377174,257,1318389,805,3067037,719,96573,644,390139,0,0,0,0
Afwyking,750756,-24,731172,86,244296,72,-243011,-152,-30205,35,48504,121,176248,0,0
Afwyking %,7,-2,11,33,19,9,-8,-21,-31,5,12,0,0,0,0
2,OOS LONDEN - 161,Opgegradeer 19971998
Huidige jaar,5755803,603,3676382,124,466764,640,1368961,649,63512,337,180184,289,447087,962478,193584
Vorige jaar,5578984,614,3584949,143,471316,676,1294976,649,40937,358,186806,279,447064,930960,196094
Afwyking,176819,-11,91434,-19,-4552,-36,73984,0,22575,-21,-6622,10,23,31519,-2510
Afwyking %,3,-2,3,-13,-1,-5,6,0,55,-6,-4,4,0,3,-1
Doelwit,5990046,630,3764198,141,527873,673,1450375,358,45849,409,201750,0,0,0,0
Afwyking,-234243,-27,-87815,-17,-61109,-33,-81415,291,17663,-72,-21567,289,447087,0,0
Afwyking %,-4,-4,-2,-12,-12,-5,-6,81,39,-18,-11,0,0,0,0
3,PORT ELIZABETH DIENS - 330
Huidige jaar,3656372,421,2489663,83,310561,516,683848,173,33075,246,139225,100,124019,531815,44163
Vorige jaar,3466782,402,2385154,89,336004,500,568405,316,25832,249,151387,223,319189,479383,100951
Afwyking,189590,19,104509,-6,-25443,16,115443,-143,7243,-3,-12162,-123,-195170,52433,-56788
Afwyking %,5,5,4,-7,-8,3,20,-45,28,-1,-8,-55,-61,11,-56
Doelwit,3709782,437,2504413,92,376323,500,636615,284,28933,252,163498,0,0,0,0
Afwyking,-53410,-16,-14750,-9,-65762,16,47233,-111,4142,-6,-24273,100,124019,0,0
Afwyking %,-1,-4,-1,-10,-17,3,7,-39,14,-2,-15,0,0,0,0
4,KING WILLIAMS TOWN - 121
Huidige jaar,3649901,362,2217658,89,312416,331,982377,180,27773,310,109677,384,486240,666546,153685
Vorige jaar,3593621,336,2034575,78,311426,330,1118974,293,31671,268,96975,458,636549,575782,176376
Afwyking,56280,26,183083,11,990,1,-136597,-113,-3898,42,12702,-74,-150309,90764,-22691
Afwyking %,2,8,9,14,0,0,-12,-39,-12,16,13,-16,-24,16,-13
Doelwit,3878556,375,2136304,109,348797,366,1253250,198,35473,308,104733,0,0,0,0
Afwyking,-228655,-13,81355,-20,-36381,-35,-270873,-18,-7700,2,4944,384,486240,0,0
Afwyking %,-6,-3,4,-18,-10,-10,-22,-9,-22,1,5,0,0,0,0
5,GEO H ROGERS (OOS LONDEN) - 632,Opgegradeer 19992000
Huidige jaar,2809620,294,1754551,95,325708,278,581901,462,43547,232,103913,456,735335,533303,265007
Vorige jaar,2088018,218,1289306,50,169778,206,528665,419,39864,168,60405,319,519639,368133,223109
Afwyking,721602,76,465245,45,155930,72,53236,43,3683,64,43508,137,215696,165170,41897
Afwyking %,35,35,36,90,92,35,10,10,9,38,72,43,42,45,19
Doelwit,2245911,257,1353771,68,190151,231,592104,402,44648,171,65237,0,0,0,0
Afwyking,563709,37,400780,27,135557,47,-10203,60,-1100,61,38676,456,735335,0,0
Afwyking %,25,14,30,40,71,20,-2,15,-2,36,59,0,0,0,0
6,QUEENSTOWN - 189,Opgegradeer 19992000
Huidige jaar,1817926,208,1240619,12,75394,207,393878,411,68519,74,39515,41,57773,474469,23816
Vorige jaar,1674844,197,1091520,14,69117,197,426734,291,49158,82,38314,61,78895,391659,38665
Afwyking,143083,11,149099,-2,6277,10,-32855,120,19361,-8,1201,-20,-21122,82810,-14849
Afwyking %,9,6,14,-14,9,5,-8,41,39,-10,3,-33,-27,21,-38
Doelwit,1797887,212,1146096,19,77411,215,477943,561,55058,85,41379,0,0,0,0
Afwyking,20039,-4,94523,-7,-2017,-8,-84065,-150,13461,-11,-1864,41,57773,0,0
Afwyking %,1,-2,8,-37,-3,-4,-18,-27,24,-13,-5,0,0,0,0
7,MACLEAR - 149
Huidige jaar,1321689,118,737102,61,225980,131,286371,451,32426,86,39810,603,1033673,245981,229600
Vorige jaar,1256705,124,723211,58,204765,178,265386,387,29667,94,33676,324,544896,135285,230962
Afwyking,64984,-6,13891,3,21215,-47,20985,64,2759,-8,6134,279,488777,110696,-1362
Afwyking %,5,-5,2,5,10,-26,8,17,9,-9,18,86,90,82,-1
Doelwit,1355538,167,759372,81,229337,195,297232,284,33227,68,36370,0,0,0,0
Afwyking,-33849,-49,-22269,-20,-3356,-64,-10862,167,-801,18,3440,603,1033673,0,0
Afwyking %,-2,-29,-3,-25,-1,-33,-4,59,-2,26,9,0,0,0,0
8,UITENHAGE - 231
Huidige jaar,1226452,131,833659,29,105201,164,224739,192,19558,88,43295,174,244367,179504,65555
Vorige jaar,1069880,129,743285,27,85290,144,194310,210,13766,78,33230,336,490681,95182,77611
Afwyking,156572,2,90374,2,19911,20,30430,-18,5792,10,10066,-162,-246314,84322,-12056
Afwyking %,15,2,12,7,23,14,16,-9,42,13,30,-48,-50,89,-16
Doelwit,1144908,152,780450,19,95525,188,217626,247,15418,88,35888,0,0,0,0
Afwyking,81544,-21,53209,10,9676,-24,7113,-55,4140,0,7407,174,244367,0,0
Afwyking %,7,-14,7,53,10,-13,3,-22,27,0,21,0,0,0,0
9,HUMANSDORP - 88
Huidige jaar,1170940,147,932262,10,54349,228,176996,39,4460,20,2873,72,78913,157186,26085
Vorige jaar,1076716,179,820834,14,70009,221,163928,64,3809,52,18136,58,70620,176145,15251
Afwyking,94224,-32,111428,-4,-15659,7,13068,-25,651,-32,-15263,14,8293,-18959,10834
Afwyking %,9,-18,14,-29,-22,3,8,-39,17,-62,-84,24,12,-11,71
Doelwit,1147738,135,861876,21,78410,200,183599,84,4266,56,19587,0,0,0,0
Afwyking,23202,12,70386,-11,-24061,28,-6603,-45,194,-36,-16714,72,78913,0,0
Afwyking %,2,9,8,-52,-31,14,-4,-54,5,-64,-85,0,0,0,0
10,CRADOCK - 34
Huidige jaar,607472,63,375213,33,122599,65,90877,247,15642,49,3140,171,167924,114991,26627
Vorige jaar,281685,35,153232,15,54547,37,67251,145,5942,10,713,114,120885,56461,8660
Afwyking,325786,28,221981,18,68052,28,23626,102,9700,39,2427,57,47040,58530,17967
Afwyking %,116,80,145,120,125,76,35,70,163,390,340,50,39,104,207
Doelwit,304730,41,160893,22,61094,43,75319,224,6655,22,770,0,0,0,0
Afwyking,302742,22,214320,11,61506,22,15558,23,8987,27,2370,171,167924,0,0
Afwyking %,99,54,133,50,101,51,21,10,135,123,308,0,0,0,0
11,DESPATCH - 49
Huidige jaar,531339,71,436175,4,4144,110,65399,80,3476,55,22145,41,48284,72643,0
Vorige jaar,541328,76,437975,4,15324,103,59719,114,4675,59,23635,25,24200,43130,-1239
Afwyking,-9989,-5,-1800,0,-11181,7,5680,-34,-1198,-4,-1490,16,24084,29512,1239
Afwyking %,-2,-7,0,0,-73,7,10,-30,-26,-7,-6,64,100,68,-100
Doelwit,574686,74,459874,6,17164,106,66886,171,5236,55,25526,0,0,0,0
Afwyking,-43347,-3,-23698,-2,-13020,4,-1487,-91,-1760,0,-3381,41,48284,0,0
Afwyking %,-8,-4,-5,-33,-76,4,-2,-53,-34,0,-13,0,0,0,0
12,MDANTSANE - 138
Huidige jaar,1184,0,0,1,1184,0,0,0,0,0,0,31,50934,237,73234
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,1184,0,0,1,1184,0,0,0,0,0,0,31,50934,237,73234
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,1184,0,0,1,1184,0,0,0,0,0,0,31,50934,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,ADELAIDE - 1 200911
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,138308,19,96310,3,11653,26,24097,115,3649,7,2600,0,0,4316,253
Afwyking,-138308,-19,-96310,-3,-11653,-26,-24097,-115,-3649,-7,-2600,0,0,-4316,-253
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,-100
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,EASTLONDON STREEKBESTUURDER - 586 200902
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,-26,0,-26,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,34548766,3523,21801631,884,3566986,3547,7679372,3451,378357,2176,1122420,2483,3650798,5907865,1180164
Vorige jaar,31203369,3390,19433823,725,2976363,3430,7450871,4070,335196,2051,1007116,2233,3329781,4925160,1106121
Afwyking,3345397,133,2367808,159,590623,117,228502,-619,43161,125,115304,250,321017,982705,74043
