0130,02,0    ,0213005701,BLINDERS (4 X BANE )TJEK 439889                                                                     ,19990607  
0130,02,0    ,0327007529,HP 17" CRT MONITOR KREDKC15605                                                                      ,20050331  
0130,02,0    ,0327007548,HP DX200 CEL 2.8/533 40G 256/400 KREDKC15605KREDKC16122                                             ,20050331  
0130,02,0    ,0327007575,SAMSUNG LASER 16PPM PRINTER KREDKC15936                                                             ,20050412  
0130,02,0    ,0327007621,3COM OFFICE CONNECT SWITCH KREDKC15937                                                              ,20050412  
0130,02,0    ,0347000049,HEATER 2BAR BLAZERKREDKC000000000652                                                                ,20030724  
0130,02,0    ,0472005307,ALLWAYS COT X 1               (STEEL STRAPS)                                                        ,19850514  
0130,02,0    ,0495005200,STANDS & DRAPESTJEK 275082                                                                          ,19961120  
0130,02,0    ,0640001264,FALCON  V4/2519TJEK 343449  DJN541N                                                                 ,19971203  
0130,02,AFDAK,0322005684,BRANDBLUSSER  9KGGEDIENS 10/2003 & 06/2005 KNT 19/10/20                                             ,20020501  
0130,02,AK   ,0201005151,1 X 6-LAAI KIAAT LESSENAAR                                                                          ,19671206  
0130,02,AK   ,0201226818,1 X LESSENAAR MET 3 LAAI PEDESTAL(EIK)TJEK 239958                                                   ,19960306  
0130,02,AK   ,0201227406,1 X 2 DEUR CREDENZA(IMBUIA)                                                                         ,19910101  
0130,02,AK   ,0207007706,1 X BESOEKERSTOEL MET ARMLENINGBURGUNDY(STAAL)                                                      ,19951122  
0130,02,AK   ,0299006626,STAAL VULLISMANDJIE                                                                                 ,19910101  
0130,02,AK   ,0346000032,DAKWAAIERTJEK 309899                                                                                ,19970626  
0130,02,BUITE,0328005046,NEON TEKEN                                                                                          ,20020501  
0130,02,GANG ,0322005428,BRANDBLUSSER X 1 (4.5KG)(GEDIENS 10/03GEDIENS 06/05 KNT                                             ,19990801  
0130,02,GANG ,0346000033,DAKWAAIERTJEK 309899                                                                                ,19970626  
0130,02,KELLY,0327007036,1 X TOWERKREDKC/9035                                                                                ,20040713  
0130,02,KELLY,0327007279,1 X MONITORKREDKC/9035                                                                              ,20040713  
0130,02,KV   ,0299006242,1 X MATBESKERMER                                                                                    ,19910101  
0130,02,KV   ,0471005247,CASKET DISPLAY RACK X 1 - STAPELRAK3 TIER                                                           ,19890601  
0130,02,KV   ,0471005286,CASKET DISPLAY RACK X 1 - STAPELRAK3 TIER                                                           ,19900501  
0130,02,KV   ,0471005715,ENKELRAK KISTEVERTOON(HORISONTAAL)                                                                  ,19980901  
0130,02,LH   ,0203006043,1 X 2-DEUR KABINETSTAAL 6 VT                                                                        ,19910101  
