SLR11501  AVBOB INFORMATION SERVICES - PRODUCTION
DATUM: 11-03-22 LEWERANSIES - DETAIL VOORRAAD VOORHANDE LYS. Oudit nr 23263
J.P. KOTZE ( TAK : 824 )  ***  VERTEENWOORDIGER NR : 74561  ***  VERTEENWOORDIGER NAAM : J KOTZE
Oudit/Kontrole
BOEK BEGIN,BOEK END,*********  U I T S T A A N D E   D O K U M E N T  **************
6705001,6705050,6705027,6705028,6705029,6705030,6705031,6705032,6705033,6705034,6705035,6705036
0,0,6705037,6705038,6705039,6705040,6705041,6705042,6705043,6705044,6705045,6705046
0,0,6705047,6705048,6705049,6705050,0,0,0,0,0,0
* * * * * * *     B O E K   I N G E B R U I K     * * * * * * * UITGEREIK : 20051220
EINDE VAN PREMIEKWITANSIE - AVBOB (50 BLS) 1
82401001,82401050,82401002,82401004,82401006,82401015,82401016,82401017,82401018,82401019,82401020,82401021
0,0,82401022,82401023,82401024,82401025,82401026,82401027,82401028,82401029,82401030,82401031
0,0,82401032,82401033,82401034,82401035,82401036,82401037,82401038,82401039,82401040,82401041
0,0,82401042,82401043,82401044,82401045,82401046,82401047,82401048,82401049,82401050,0
* * * * * * *     B O E K   I N G E B R U I K     * * * * * * * UITGEREIK : 20061127
82401051,82401100,* * * * * * *     B O E K   O N G E B R U I K     * * * * * * * UITGEREIK : 20061127
EINDE VAN ABSA BANK DEPOSITO BOEKE 2
